"bin"	"sankey1"	"sankey2"	"sankey3"	"sankey4"
"MFD01721.bin.1.53"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.56"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.59"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.62"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.64"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01721.bin.1.65"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01721.bin.1.66"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.67"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.68"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01721.bin.1.71"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
family"
"MFD01721.bin.1.72"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.74"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01721.bin.1.77"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.78"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01721.bin.1.79"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01721.bin.1.80"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01721.bin.1.82"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01721.bin.1.83"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01721.bin.1.86"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.87"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.88"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.94"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01721.bin.1.97"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.1.99"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01721.bin.2.122"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.2.183"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.2.71"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.2.72"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.2.92"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01721.bin.3.318"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01828.bin.1.1"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01828.bin.1.100"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01828.bin.1.107"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01828.bin.1.114"	"50 or less
contigs"	"HQ"	NA	NA
"MFD01828.bin.1.115"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01828.bin.1.12"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01828.bin.1.13"	"50 or less
contigs"	"HQ"	NA	NA
"MFD01828.bin.1.14"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01828.bin.1.17"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01828.bin.1.19"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01828.bin.1.38"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01828.bin.1.43"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01828.bin.1.47"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01828.bin.1.48"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01828.bin.1.52"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01828.bin.1.59"	"10 or less
contigs"	"HQ"	NA	NA
"MFD01828.bin.1.64"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01828.bin.1.70"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01828.bin.1.8"	"10 or less
contigs"	"HQ"	NA	NA
"MFD01828.bin.1.81"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01828.bin.1.96"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.10"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.103"	"Single-contig"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.105"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.109"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.11"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.111"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.112"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.113"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01872.bin.1.119"	"More than 50
contigs"	"HQ"	NA	NA
"MFD01872.bin.1.12"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.124"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01872.bin.1.132"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.174"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.18"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.196"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01872.bin.1.198"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.2"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.203"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.207"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.210"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.212"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.215"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.220"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.223"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.224"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01872.bin.1.230"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.24"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01872.bin.1.255"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.260"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.264"	"50 or less
contigs"	"HQ"	NA	NA
"MFD01872.bin.1.270"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.273"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.274"	"More than 50
contigs"	"HQ"	NA	NA
"MFD01872.bin.1.276"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.283"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01872.bin.1.291"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.293"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.305"	"50 or less
contigs"	"HQ"	NA	NA
"MFD01872.bin.1.309"	"50 or less
contigs"	"HQ"	NA	NA
"MFD01872.bin.1.310"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01872.bin.1.311"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01872.bin.1.312"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.315"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.321"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.327"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.329"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.33"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01872.bin.1.352"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.36"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.361"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.37"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.39"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01872.bin.1.4"	"More than 50
contigs"	"HQ"	NA	NA
"MFD01872.bin.1.40"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.6"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Known species"
"MFD01872.bin.1.63"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Known species"
"MFD01872.bin.1.66"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01872.bin.1.72"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.75"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.83"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.85"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.1.96"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.2.115"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01872.bin.2.12"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.2.120"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.2.154"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.2.219"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01872.bin.3.168"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.1"	"Single-contig"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.10"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.104"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.129"	"10 or less
contigs"	"HQ"	NA	NA
"MFD01916.bin.1.142"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.143"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.150"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.16"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.17"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.18"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01916.bin.1.28"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01916.bin.1.31"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.35"	"50 or less
contigs"	"HQ"	NA	NA
"MFD01916.bin.1.57"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD01916.bin.1.6"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01916.bin.1.65"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01916.bin.1.7"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.71"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.77"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.82"	"Single-contig"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.1.89"	"10 or less
contigs"	"HQ"	NA	NA
"MFD01916.bin.2.109"	"25 or less
contigs"	"HQ"	NA	NA
"MFD01916.bin.2.2"	"Single-contig"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD01916.bin.3.179"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.103"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.117"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.131"	"More than 50
contigs"	"HQ"	NA	NA
"MFD02134.bin.1.143"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.147"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.149"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.156"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.158"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02134.bin.1.160"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.164"	"25 or less
contigs"	"HQ"	NA	NA
"MFD02134.bin.1.165"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.166"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02134.bin.1.179"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.198"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.199"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.209"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.210"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.216"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.217"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.225"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.228"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.239"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02134.bin.1.245"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.247"	"More than 50
contigs"	"HQ"	NA	NA
"MFD02134.bin.1.251"	"More than 50
contigs"	"HQ"	NA	NA
"MFD02134.bin.1.261"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.263"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.264"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.265"	"25 or less
contigs"	"HQ"	NA	NA
"MFD02134.bin.1.272"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.280"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.286"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.37"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.56"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.61"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.1.63"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02134.bin.1.91"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.2.167"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.2.242"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.2.38"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.2.43"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.2.95"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02134.bin.3.166"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02134.bin.3.390"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02134.bin.3.79"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02138.bin.1.15"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02138.bin.1.17"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02138.bin.1.23"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02138.bin.1.26"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02138.bin.1.30"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02138.bin.1.35"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02138.bin.1.64"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Known species"
"MFD02138.bin.1.86"	"More than 50
contigs"	"HQ"	NA	NA
"MFD02138.bin.1.87"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02138.bin.2.36"	"More than 50
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02138.bin.2.6"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02159.bin.1.102"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02159.bin.1.126"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02159.bin.1.2"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02159.bin.1.20"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02159.bin.1.34"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02159.bin.1.50"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02159.bin.1.72"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02159.bin.1.74"	"25 or less
contigs"	"HQ"	NA	NA
"MFD02159.bin.1.77"	"25 or less
contigs"	"HQ"	NA	NA
"MFD02159.bin.1.78"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02159.bin.1.80"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02159.bin.1.81"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02159.bin.1.82"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02159.bin.1.87"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02159.bin.1.95"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02159.bin.2.101"	"More than 50
contigs"	"HQ"	NA	NA
"MFD02159.bin.2.116"	"More than 50
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02159.bin.2.6"	"25 or less
contigs"	"HQ"	NA	NA
"MFD02159.bin.3.6"	"More than 50
contigs"	"HQ"	NA	NA
"MFD02199.bin.1.117"	"25 or less
contigs"	"HQ"	NA	NA
"MFD02199.bin.1.123"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02199.bin.1.133"	"25 or less
contigs"	"HQ"	NA	NA
"MFD02199.bin.1.134"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02199.bin.1.2"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02199.bin.1.206"	"25 or less
contigs"	"HQ"	NA	NA
"MFD02199.bin.1.209"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02199.bin.1.21"	"More than 50
contigs"	"HQ"	NA	NA
"MFD02199.bin.1.22"	"25 or less
contigs"	"HQ"	NA	NA
"MFD02199.bin.1.40"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02199.bin.1.52"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02199.bin.1.54"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02199.bin.1.56"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02199.bin.1.6"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02199.bin.1.63"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02199.bin.1.8"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02199.bin.2.142"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02199.bin.2.51"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02199.bin.2.61"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02199.bin.3.357"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02242.bin.1.1"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02242.bin.1.123"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02242.bin.1.124"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.13"	"10 or less
contigs"	"HQ"	NA	NA
"MFD02242.bin.1.137"	"25 or less
contigs"	"HQ"	NA	NA
"MFD02242.bin.1.156"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.17"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.182"	"More than 50
contigs"	"HQ"	NA	NA
"MFD02242.bin.1.183"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.209"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.226"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.229"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02242.bin.1.231"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02242.bin.1.235"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.245"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.262"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.279"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.286"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02242.bin.1.294"	"50 or less
contigs"	"HQ"	NA	NA
"MFD02242.bin.1.295"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.297"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.299"	"10 or less
contigs"	"HQ"	NA	NA
"MFD02242.bin.1.304"	"25 or less
contigs"	"HQ"	NA	NA
"MFD02242.bin.1.310"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.317"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
genus"
"MFD02242.bin.1.318"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.319"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.32"	"Single-contig"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.322"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.331"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.340"	"More than 50
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.342"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.36"	"10 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.362"	"50 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
"MFD02242.bin.1.368"	"25 or less
contigs"	"HQ"	"Dereplicated
HQ"	"Unassigned
species"
