bin	phylum	class	order	family	genus	species	novelty
MFD05176.bin.3.165	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7998_2	Species
MFD05567.bin.2.37	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7999_1	Species
MFD05454.bin.2.27	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7999_2	Species
MFD03804.bin.2.136	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	s_novel_8_0	Species
MFD00709.bin.3.51	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	s_novel_80_1	Species
MFD05942.bin.2.186	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	s_novel_80_2	Species
MFD02416.bin.2.176	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineaceae	JACRBK01	s_novel_800_0	Species
MFD02360.bin.2.285	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8000_0	Species
MFD09267.bin.2.184	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8001_0	Species
MFD00392.bin.1.141	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8002_1	Species
MFD05176.bin.1.278	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8003_1	Species
MFD05088.bin.2.153	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8003_2	Species
MFD03899.bin.2.137	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8004_1	Species
MFD05942.bin.1.35	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8004_2	Species
MFD07639.bin.1.1	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8005_1	Species
MFD02199.bin.2.120	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8006_1	Species
MFD02242.bin.2.78	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8006_2	Species
MFD08462.bin.2.50	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8007_1	Species
MFD09126.bin.3.124	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8007_2	Species
MFD07841.bin.3.176	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8007_3	Species
MFD02242.bin.1.331	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8008_1	Species
MFD09018.bin.3.3	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8008_2	Species
MFD08669.bin.1.88	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8009_1	Species
MFD06298.bin.3.255	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8009_2	Species
MFD00905.bin.1.63	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	PNON01	s_novel_801_0	Species
MFD00822.bin.2.36	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8010_0	Species
MFD00392.bin.1.427	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8011_1	Species
MFD06298.bin.1.123	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8011_2	Species
MFD08700.bin.2.18	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8012_0	Species
MFD02416.bin.1.74	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8013_1	Species
MFD04944.bin.2.208	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8014_1	Species
MFD04944.bin.1.249	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8015_0	Species
MFD02242.bin.2.296	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8016_0	Species
MFD02360.bin.2.92	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8017_0	Species
MFD02242.bin.2.233	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8018_1	Species
MFD10007.bin.2.183	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8019_0	Species
MFD02416.bin.c.1	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	s_novel_802_0	Species
MFD09206.bin.2.97	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8020_0	Species
MFD10007.bin.2.11	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8021_0	Species
MFD02242.bin.2.1	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8022_0	Species
MFD07639.bin.1.13	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8023_1	Species
MFD05684.bin.1.388	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8024_1	Species
MFD09779.bin.1.235	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8024_2	Species
MFD09779.bin.2.29	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8025_0	Species
MFD05442.bin.2.81	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8026_0	Species
MFD05442.bin.3.447	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8027_0	Species
MFD05442.bin.3.338	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8028_0	Species
MFD07639.bin.3.12	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8029_1	Species
MFD02832.bin.2.62	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	ELB16-189	s_novel_803_0	Species
MFD02242.bin.2.277	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8030_1	Species
MFD00392.bin.2.285	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8031_0	Species
MFD01275.bin.2.145	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8032_0	Species
MFD01275.bin.2.180	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8033_0	Species
MFD04651.bin.2.180	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8034_1	Species
MFD02809.bin.2.78	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8035_0	Species
MFD00392.bin.4.109	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8036_1	Species
MFD08462.bin.2.40	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8036_2	Species
MFD10113.bin.2.160	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8036_3	Species
MFD05442.bin.2.127	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8037_0	Species
MFD09368.bin.2.119	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8038_0	Species
MFD00032.bin.3.254	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8039_1	Species
MFD09730.bin.2.140	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8039_2	Species
MFD09779.bin.1.239	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8039_3	Species
MFD03250.bin.1.51	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	Owenweeksia	s_novel_804_0	Species
MFD02134.bin.2.166	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8040_0	Species
MFD02242.bin.1.319	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8041_1	Species
MFD02134.bin.1.160	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8042_0	Species
MFD02809.bin.2.124	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8043_0	Species
MFD03975.bin.2.108	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8044_0	Species
MFD02134.bin.1.209	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8045_0	Species
MFD02809.bin.2.285	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8046_0	Species
MFD02809.bin.2.57	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8047_1	Species
MFD09730.bin.3.337	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8047_2	Species
MFD04651.bin.2.103	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8048_0	Species
MFD09730.bin.2.97	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8049_0	Species
MFD00905.bin.2.32	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	DSYU01	s_novel_805_1	Species
MFD09964.bin.c.1	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8050_0	Species
MFD09964.bin.2.67	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8051_0	Species
MFD09779.bin.1.323	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8052_1	Species
MFD09964.bin.1.333	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8052_2	Species
MFD02979.bin.2.172	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8053_1	Species
MFD09848.bin.2.89	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8053_2	Species
MFD09779.bin.c.1	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8054_0	Species
MFD02242.bin.2.312	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8055_0	Species
MFD04651.bin.2.142	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_8056_0	Species
MFD05567.bin.2.81	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8057_1	Species
MFD02360.bin.2.148	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8057_2	Species
MFD00962.bin.2.127	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8058_1	Species
MFD09267.bin.2.142	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8059_1	Species
MFD05176.bin.2.99	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8059_2	Species
MFD03899.bin.2.122	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	DSYU01	s_novel_806_1	Species
MFD02199.bin.2.199	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8060_1	Species
MFD02809.bin.2.71	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8060_2	Species
MFD05176.bin.2.94	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8061_1	Species
MFD00962.bin.3.166	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8061_2	Species
MFD02242.bin.2.74	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8061_3	Species
MFD02360.bin.1.3	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8061_4	Species
MFD04850.bin.2.33	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8062_0	Species
MFD08700.bin.3.34	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8063_1	Species
MFD02199.bin.2.61	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8064_1	Species
MFD00392.bin.2.113	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8064_2	Species
MFD02242.bin.2.310	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8064_3	Species
MFD02242.bin.2.316	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8065_0	Species
MFD05521.bin.2.29	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8066_1	Species
MFD05521.bin.4.280	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8067_0	Species
MFD03975.bin.1.244	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8068_1	Species
MFD02134.bin.1.225	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8069_1	Species
MFD06714.bin.1.149	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8069_2	Species
MFD05684.bin.2.88	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	JAGWBD01	s_novel_807_0	Species
MFD02159.bin.2.51	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8070_1	Species
MFD02134.bin.2.242	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8071_0	Species
MFD02242.bin.2.89	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	s_novel_8072_0	Species
MFD09267.bin.2.240	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACVRM01	s_novel_8073_1	Species
MFD09267.bin.2.281	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_298	s_novel_8074_0	Genus
MFD09267.bin.2.334	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_298	s_novel_8075_0	Genus
MFD05747.bin.2.119	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_298	s_novel_8076_0	Genus
MFD09267.bin.2.30	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8077_1	Species
MFD00962.bin.2.86	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8077_2	Species
MFD06742.bin.2.143	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8077_3	Species
MFD04850.bin.2.254	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8077_4	Species
MFD02360.bin.2.86	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8078_1	Species
MFD00962.bin.1.65	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8079_1	Species
MFD09018.bin.2.112	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8079_2	Species
MFD04850.bin.2.281	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8079_3	Species
MFD01721.bin.2.141	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	g_novel_bac_108	s_novel_808_0	Genus
MFD00962.bin.3.421	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8080_0	Species
MFD02360.bin.2.70	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8081_0	Species
MFD09206.bin.2.167	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8082_0	Species
MFD05747.bin.2.59	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8083_0	Species
MFD05088.bin.1.169	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8084_1	Species
MFD09267.bin.1.221	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8085_0	Species
MFD05747.bin.2.21	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8086_0	Species
MFD08497.bin.2.28	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8087_1	Species
MFD00962.bin.1.69	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8087_2	Species
MFD05454.bin.2.277	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8088_0	Species
MFD08497.bin.2.57	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8089_0	Species
MFD01721.bin.2.179	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	g_novel_bac_108	s_novel_809_0	Genus
MFD05176.bin.2.48	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8090_0	Species
MFD02360.bin.2.71	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDAN01	s_novel_8091_0	Species
MFD06229.bin.1.145	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8092_1	Species
MFD09212.bin.2.40	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8093_1	Species
MFD04850.bin.1.100	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8093_2	Species
MFD02840.bin.1.400	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8093_3	Species
MFD02360.bin.1.161	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8093_4	Species
MFD02840.bin.3.560	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8093_5	Species
MFD05088.bin.1.118	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8094_1	Species
MFD00962.bin.2.208	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8095_1	Species
MFD04850.bin.1.304	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8096_1	Species
MFD09267.bin.1.386	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8097_1	Species
MFD00962.bin.1.317	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8097_2	Species
MFD00962.bin.2.37	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8098_0	Species
MFD02360.bin.2.87	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8099_0	Species
MFD01299.bin.2.82	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	s_novel_81_0	Species
MFD01721.bin.2.117	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	g_novel_bac_108	s_novel_810_0	Genus
MFD10007.bin.1.27	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8100_0	Species
MFD00962.bin.2.73	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8101_0	Species
MFD09267.bin.2.144	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8102_1	Species
MFD00962.bin.2.297	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8103_0	Species
MFD05684.bin.2.31	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8104_0	Species
MFD04850.bin.1.280	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJN01	s_novel_8105_0	Species
MFD05176.bin.3.681	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJP01	s_novel_8106_1	Species
MFD04944.bin.1.73	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJP01	s_novel_8107_1	Species
MFD09018.bin.2.72	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJP01	s_novel_8107_2	Species
MFD00392.bin.3.720	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJP01	s_novel_8107_3	Species
MFD08700.bin.2.40	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJP01	s_novel_8107_4	Species
MFD09267.bin.2.22	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJP01	s_novel_8107_5	Species
MFD02199.bin.2.12	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJP01	s_novel_8108_0	Species
MFD09267.bin.2.346	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJP01	s_novel_8109_0	Species
MFD01721.bin.2.33	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	g_novel_bac_108	s_novel_811_0	Genus
MFD00072.bin.2.166	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAICNY01	s_novel_8110_1	Species
MFD09267.bin.2.75	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAICNY01	s_novel_8111_1	Species
MFD03602.bin.c.1	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAICNY01	s_novel_8111_2	Species
MFD00962.bin.2.77	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAICNY01	s_novel_8111_3	Species
MFD02360.bin.2.47	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAICNY01	s_novel_8111_4	Species
MFD02242.bin.2.95	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAICNY01	s_novel_8111_5	Species
MFD02809.bin.2.228	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAICNY01	s_novel_8111_6	Species
MFD02242.bin.2.62	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAICNY01	s_novel_8112_0	Species
MFD09267.bin.c.1	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAICNY01	s_novel_8113_0	Species
MFD05454.bin.2.241	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAICNY01	s_novel_8114_0	Species
MFD08497.bin.2.86	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_282	s_novel_8115_0	Genus
MFD05176.bin.1.208	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_279	s_novel_8116_1	Genus
MFD08691.bin.2.47	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_279	s_novel_8116_2	Genus
MFD09212.bin.2.71	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_279	s_novel_8116_3	Genus
MFD05176.bin.3.630	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_279	s_novel_8117_0	Genus
MFD02360.bin.1.235	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_279	s_novel_8118_0	Genus
MFD05747.bin.c.3	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_279	s_novel_8119_0	Genus
MFD01721.bin.2.168	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	g_novel_bac_108	s_novel_812_0	Genus
MFD02360.bin.2.59	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_281	s_novel_8120_0	Genus
MFD07639.bin.2.1	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDER01	s_novel_8121_1	Species
MFD08821.bin.2.28	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDER01	s_novel_8121_2	Species
MFD09126.bin.2.9	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDER01	s_novel_8121_3	Species
MFD00392.bin.2.206	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDER01	s_novel_8122_1	Species
MFD04944.bin.1.191	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDER01	s_novel_8122_2	Species
MFD05176.bin.2.268	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JACDER01	s_novel_8123_0	Species
MFD00008.bin.2.49	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8124_0	Species
MFD02416.bin.2.63	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8125_0	Species
MFD00991.bin.2.17	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8126_1	Species
MFD02134.bin.2.31	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8126_2	Species
MFD09286.bin.2.41	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8127_0	Species
MFD05377.bin.2.30	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8128_0	Species
MFD01721.bin.2.22	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8129_0	Species
MFD04212.bin.2.62	Actinomycetota	UBA4738	JAHWKV01	JAHWKV01	JAJCYE01	s_novel_813_0	Species
MFD02416.bin.2.67	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8130_0	Species
MFD08669.bin.2.94	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8131_0	Species
MFD08669.bin.3.247	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8132_0	Species
MFD05841.bin.2.212	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8133_1	Species
MFD00008.bin.2.45	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8133_2	Species
MFD05502.bin.2.84	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8133_3	Species
MFD04967.bin.2.146	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8133_4	Species
MFD05841.bin.2.164	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8134_0	Species
MFD05841.bin.2.70	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Palsa-739	s_novel_8135_0	Species
