bin	Completeness_CheckM1	Contamination_CheckM1	Strain_Heterogeneity	Completeness_CheckM2	Contamination_CheckM2	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	cov	bakta_CDS_all	bakta_CDS_hyp	bakta_tRNA_all	bakta_tRNA_uniq	bakta_16S	bakta_23S	bakta_5S	barrnap_16S	barrnap_23S	barrnap_5S	uniq_trna_arc	Q_score	MAG_status	gtdb_classification	gtdb_msa	gtdb_ani	gtdb_af	gtdb_red	primary_cluster	secondary_cluster
LIB-MJ306-H5_01.5	61.6	1.75	57.89	69.61	2.8	0.907	2838	257.465983224604	1824282	0.33	2146	667	18650	10.218815	1660	436	26	16	1	2	1	1	2	1	0	52.85	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp003525665	59.62	95.24	0.911	N/A	4853	4853_0
LIB-MJ107-E2_02.13	52.54	0.88	0	53.4	1.1	0.92	2837	243.306008383791	1698845	0.62	2147	623	9473	6.149547	1922	964	21	14	0	0	1	0	0	1	0	48.14	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	44.97	79.44	0.311	0.97371	1115	1115_0
LIB-MJ194-A3_04.8	68.68	3.35	15	75.98	7.89	0.864	2836	255.781447963801	3914309	0.62	4420	1426	11930	9.784839	4047	1947	22	15	0	0	2	0	0	2	0	51.93	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;s__	59.52	80.72	0.453	0.94525	3309	3309_0
LIB-MJ194-H8_04.4	61.68	2.06	41.67	59.94	2.26	0.908	2835	241.947219361483	3094596	0.67	3884	1146	11177	8.698249	3290	927	27	16	0	0	0	0	0	0	0	51.38	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	50.01	N/A	N/A	0.97554	1632	1632_0
LIB-MJ256-D8_03.5	52.74	0	0	68.01	0.49	0.914	2834	255.877962085308	2123184	0.71	2532	779	18626	13.786792	2155	1004	27	17	0	0	0	0	0	0	0	52.74	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__CAIYMF01;g__;s__	45.82	N/A	N/A	0.75998	1809	1809_1
LIB-MJ337-C4_03.17	62.14	3.86	0	57.8	1.6	0.935	2834	242.972300734878	1375453	0.63	1769	501	8980	6.231685	1534	655	24	11	0	0	0	0	0	0	0	42.84	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	52.77	78.84	0.456	0.97637	1122	1122_0
LIB-MJ383-H8_01.7	58.54	1.8	0	53.58	2.76	0.88	2833	230.949919224556	1945022	0.67	2476	720	9918	6.912397	2128	974	31	17	0	0	1	0	0	1	0	49.54	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__	48.56	83.39	0.541	0.90489	1310	1310_0
LIB-MJ228-E7_01.19	60.76	3.45	0	54.49	4.03	0.877	2832	241.776635514019	4412346	0.69	5350	1608	13012	7.71307	4586	2282	21	12	0	0	0	0	0	0	0	43.51	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	46.99	N/A	N/A	0.92208	1422	1422_2
LIB-MJ228-F7_01.8	70.18	4.28	15.38	69.82	3.83	0.875	2831	233.630599304561	3905747	0.63	4889	1429	14881	6.5199437	4208	1840	29	17	0	0	1	0	0	1	0	48.78	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	64.09	81.78	0.485	0.95753	2767	2767_1
LIB-MJ254-F4_02.18	74.64	6.68	55.56	76.47	4.2	0.864	2830	230.487700181608	4838345	0.63	6057	1780	12667	9.704212	5296	2375	25	14	0	1	1	0	1	1	0	41.24	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	64.39	N/A	N/A	0.95032	3034	3034_2
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.33	65.74	3.41	13.33	69.96	4.13	0.87	2830	235.151816118048	5697268	0.64	7048	2070	13253	8.9751625	6128	2959	36	20	0	0	0	0	0	0	0	48.69	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__JAMXLO01;s__	48	78.37	0.347	0.91727	2888	2888_0
LIB-MJ284-B10_03.5	54.57	2.71	29.41	56.88	1.77	0.95	2829	262.787606645712	1843010	0.58	2227	680	9374	6.9383273	2004	838	4	4	0	0	0	0	0	0	0	41.02	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	47.75	79.02	0.495	0.9657	802	802_0
LIB-MJ405-D2_01.3	51.57	1.53	66.67	64.45	4.64	0.859	2829	228.991869918699	5294938	0.65	6642	1916	13069	10.662544	5673	1898	29	15	0	0	1	0	0	1	0	43.92	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	48.66	82.6	0.493	0.98027	1586	1586_0
LIB-MJ228-G4_01.11	64.63	5.15	26.32	70.5	5.95	0.927	2828	255.446897126197	1981197	0.72	2401	741	11686	16.138361	1996	601	33	20	0	0	0	0	0	0	0	38.88	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus;s__	59.09	N/A	N/A	0.96331	1859	1859_1
LIB-MJ195-F8_01_v_LIB-MJ415-A8_04.23	66.9	3.88	66.67	79.74	1.99	0.88	2826	234.270280661284	2072090	0.63	2601	764	13480	9.618685	2262	831	12	8	0	0	0	0	0	0	0	47.5	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	66.57	84.52	0.764	0.96176	2922	2922_3
LIB-MJ347-D5_04_v_LIB-MJ368-D5_03.27	57.21	4.54	0	52.02	3.43	0.879	2826	258.175334323923	3548109	0.58	4038	1307	10704	6.0721765	3602	1798	16	14	0	0	0	0	0	0	0	34.51	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	49.22	N/A	N/A	0.95514	3936	3936_0
LIB-MJ390-C1_03.12	64.1	1.72	14.29	61.97	3.66	0.939	2826	249.508898144642	2099855	0.69	2641	781	9521	7.844274	2223	866	22	15	0	0	0	0	0	0	0	55.5	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__	53.84	80.58	0.605	0.96618	1447	1447_0
LIB-MJ305-C6_04.20	51.9	3.13	10	52.91	1.98	0.883	2823	236.983216783217	2871827	0.63	3575	1028	60498	6.745195	3065	1333	18	12	0	0	0	0	0	0	0	36.25	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__	40.42	N/A	N/A	0.93103	2550	2550_0
LIB-MJ107-E4_02.6	61.44	1.91	45.45	67.14	1.6	0.93	2822	262.531389365352	2463491	0.66	2915	899	18928	8.609634	2481	1058	19	11	0	0	0	0	0	0	0	51.89	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	44.99	N/A	N/A	0.9699	2355	2355_0
LIB-MJ307-H11_01.5	58.83	4.37	14.29	58.45	1.12	0.894	2822	257.323044397463	2037629	0.47	2365	754	22044	8.185366	1958	952	16	9	1	0	1	1	0	1	0	36.98	MQ	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__	54.74	N/A	N/A	0.82856	2223	2223_0
LIB-MJ305-B7_04.20	59.12	2.99	44.44	61.09	1.78	0.926	2821	245.943825910931	1570281	0.65	1976	558	14003	7.3304005	1698	782	33	20	0	1	0	0	1	0	0	44.17	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	51.42	N/A	N/A	0.92256	1375	1375_1
LIB-MJ051-E2_02.5	57.34	3.44	33.33	51.25	2.41	0.901	2820	247.146444994694	2319616	0.63	2827	854	10752	10.018776	2506	1056	22	15	0	0	1	0	0	1	0	40.14	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__JAJTCL01;s__	38.73	82.27	0.724	0.9732	1541	1541_1
LIB-MJ134-G7_03.4	51.75	3.55	22.22	54.35	0.46	0.943	2820	246.6725412166	1377490	0.62	1759	506	11784	7.337363	1526	503	7	7	0	0	0	0	0	0	0	34	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__	39.01	N/A	N/A	0.96871	3344	3344_3
LIB-MJ197-C9_03_v_LIB-MJ366-C9_03.23	51.6	0.97	0	51.92	3.38	0.852	2820	229.993643633381	3940172	0.68	4877	1442	13049	8.051737	4148	1933	42	18	0	0	0	0	0	0	0	46.75	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__JAJYUU01;s__	46.14	79.01	0.393	0.95197	1667	1667_0
LIB-MJ283-A6_04.10	64.24	3.12	30.77	63.15	3.43	0.909	2820	280.202369816027	2961281	0.36	3207	1076	9919	7.4945755	2387	1052	27	16	1	0	1	1	0	1	0	48.64	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__JANTGF01;s__	58.35	76.12	0.084	0.8789	4926	4926_0
LIB-MJ388-A10_02.11	66.82	2.88	36.36	58.91	1.24	0.914	2820	256.214783821478	1805364	0.34	2151	669	15515	6.270495	1558	311	18	13	0	0	0	0	0	0	0	52.42	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__Gillisia sp900104765	61.65	98.8	1.0	N/A	4879	4879_0
LIB-MJ091-H5_03.10	53.21	3.28	0	52.52	1.87	0.898	2819	274.402488335925	2943011	0.56	3215	1084	9249	6.17204	2805	1331	27	15	0	0	1	0	0	1	0	36.81	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	43.67	N/A	N/A	0.9438	4073	4073_0
LIB-MJ214-A11_02.9	63.66	3.1	62.5	65.06	3.64	0.879	2818	230.66525535856	2964501	0.55	3779	1085	17122	17.611582	3116	1310	30	15	1	0	1	1	0	1	0	48.16	MQ	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	46.69	85.36	0.383	0.98982	2264	2264_1
LIB-MJ334-E5_01.21	60.15	2.77	10.53	52.53	3.53	0.887	2818	285.426858513189	1204990	0.61	1251	432	9710	6.6315217	1138	392	35	19	0	0	0	0	0	0	0	46.3	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum	43.69	99.46	0.931	N/A	1952	1952_0
LIB-MJ335-F2_02.15	63.66	0	0	57.16	1.65	0.94	2818	238.784635587656	1157821	0.38	1523	429	26026	8.166608	1140	295	16	12	0	0	0	0	0	0	0	63.66	MQ	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	45.9	87.34	0.874	0.98585	486	486_0
LIB-MJ334-H10_01.2	60.73	4.01	43.75	61.66	2.73	0.9	2817	236.202175303903	1227416	0.59	1563	452	10476	15.915651	1355	390	22	14	0	0	0	0	0	0	0	40.68	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	52.06	94.01	0.696	0.98567	3523	3523_2
LIB-MJ301-H4_01.26	51.15	2.73	33.33	58.47	2.58	0.901	2816	238.45513413506	1712871	0.62	2162	628	9492	12.271585	1923	786	30	16	0	0	1	0	0	1	0	37.5	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	52.99	78.78	0.52	0.90115	2899	2899_0
LIB-MJ408-A1_04.18	78.5	2.97	0	73.14	4.92	0.884	2816	269.774607703281	3202002	0.53	3505	1166	10782	7.106771	2948	1042	20	13	0	0	0	0	0	0	0	63.65	MQ	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__UBA11361;s__UBA11361 sp005881495	63.3	96.46	0.879	N/A	4011	4011_1
LIB-MJ088-E7_04.14	54.97	4.56	14.29	52.32	3.76	0.923	2814	246.938465310125	3264077	0.7	4079	1187	19674	11.236004	3447	1615	18	12	0	0	0	0	0	0	0	32.17	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	38.39	N/A	N/A	0.92248	1386	1386_0
LIB-MJ231-C11_04.2	52.41	0.64	11.11	69.54	1.62	0.914	2814	244.714932126697	1595054	0.63	1989	594	11384	6.194733	1671	476	15	13	0	1	0	0	1	0	0	49.21	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__JAABQG01;s__	63.95	93.89	0.956	0.99577	3414	3414_2
LIB-MJ354-H3_04_v_LIB-MJ367-H3_04.45	50.55	0	0	53.41	0.3	0.889	2814	213.60127388535	1128732	0.62	1570	416	11498	5.6002803	1398	1239	12	9	0	0	1	0	0	1	13	50.55	MQ	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__	39.45	79.97	0.425	0.95281	738	738_0
LIB-MJ197-D7_03_v_LIB-MJ366-D7_03.58	62.18	2.69	7.69	61.65	0.8	0.869	2813	240.317894736842	3538152	0.64	4275	1309	13551	9.0288925	3723	1634	23	13	0	0	0	0	0	0	0	48.73	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__	53.33	86.62	0.739	0.98681	2821	2821_0
LIB-MJ132-B11_03.19	64.72	1.47	0	58.69	1.14	0.913	2812	224.393129770992	577514	0.52	786	211	10191	6.595319	637	577	14	10	0	0	1	0	0	1	12	57.37	MQ	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__VGLU01;s__	46.77	83.79	0.941	0.93842	4930	4930_0
LIB-MJ051-G9_02.2	68.84	0.85	0	62.29	1.54	0.936	2811	237.225408203903	1904636	0.7	2511	696	10427	10.491071	2118	872	35	21	1	0	0	1	0	0	0	64.59	MQ	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	59.05	N/A	N/A	0.92742	1191	1191_0
LIB-MJ191-E8_04.14	53.1	2.83	0	56.48	2.03	0.861	2811	225.147716594625	4162476	0.69	5321	1514	19179	13.963664	4448	1912	45	21	0	0	0	0	0	0	0	38.95	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__	52.47	86.31	0.449	0.97014	1721	1721_0
LIB-MJ305-A8_04.7	52.02	0	0	52.11	1.72	0.924	2811	292.53158086893	2598168	0.63	2739	965	12325	8.522158	2559	1511	21	13	0	0	0	0	0	0	0	52.02	MQ	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J036;f__J036;g__JADKDT01;s__JADKDT01 sp016714465	40.16	98.82	0.953	N/A	1053	1053_1
LIB-MJ344-G1_04.14	64.52	3.52	30.77	68.93	1.57	0.906	2811	269.509900990099	2878694	0.4	3232	1049	17153	7.141537	2424	941	13	10	0	0	0	0	0	0	0	46.92	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	52.06	N/A	N/A	0.95204	5038	5038_0
LIB-MJ413-A8_01.32	53.24	0.71	100	54.36	1.75	0.875	2810	269.045507584597	1576931	0.62	1714	580	10226	5.4702916	1509	974	14	10	0	0	0	0	0	0	0	49.69	MQ	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__JAEZYR01;s__	53.51	74.55	0.011	0.86113	2619	2619_0
LIB-MJ110-D2_04_v_LIB-MJ415-F1_04.26	68.79	3.55	16.67	68.83	4.05	0.924	2809	257.412933385275	2139644	0.65	2567	770	13136	8.031011	2274	1122	24	16	0	0	0	0	0	0	0	51.04	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__UBA10799;g__JACJWR01;s__	63.4	78.92	0.446	0.94824	1536	1536_0
LIB-MJ387-H3_01.11	61.14	2.02	16.67	64.14	1.27	0.89	2809	253.123731587561	2602984	0.61	3055	950	16054	6.217729	2736	1339	21	14	0	0	0	0	0	0	0	51.04	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UXAT02;g__;s__	45.72	N/A	N/A	0.76506	335	335_0
LIB-MJ339-E1_03.15	56.32	5.13	0	59.39	4.48	0.898	2808	281.001876492665	5491882	0.53	5862	2029	10433	5.8766346	4880	2692	39	18	0	0	0	0	0	0	0	30.67	MQ	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__;s__	51.44	N/A	N/A	0.80306	4759	4759_0
LIB-MJ354-H11_04_v_LIB-MJ367-H11_04.24	64.87	3.41	22.73	59.49	4.36	0.873	2808	241.2623197762	3848677	0.63	4647	1413	10917	8.590435	4046	1305	22	13	0	0	0	0	0	0	0	47.82	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	45.04	N/A	N/A	0.97979	2959	2959_0
LIB-MJ250-C5_04_v_LIB-MJ365-C5_03.24	57.16	3.3	40	64.63	5.87	0.888	2807	235.319890779248	3773897	0.68	4761	1396	9749	7.286233	4004	1719	26	14	0	0	0	0	0	0	0	40.66	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__JAJYUU01;s__	48.78	79.79	0.391	0.95843	1677	1677_0
LIB-MJ301-E11_01.3	54.97	0.85	0	52.71	1.4	0.928	2807	227.190818584071	1324628	0.7	1808	500	10887	17.747858	1462	540	17	10	0	0	0	0	0	0	0	50.72	MQ	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-69;s__	44.27	77.28	0.299	0.87221	994	994_0
LIB-MJ413-A7_01.27	60.3	1.9	0	59.14	4.26	0.884	2807	249.870774263904	1550805	0.32	1834	573	19417	6.022393	1365	476	24	15	0	0	0	0	0	0	0	50.8	MQ	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Defluviitoga;s__	52.23	81.72	0.635	0.95282	132	132_0
LIB-MJ193-D6_01.9	61.72	2.41	16.67	63.23	5.65	0.897	2806	261.571673819743	3049989	0.57	3495	1128	17185	6.474824	3108	1476	8	6	0	0	0	0	0	0	0	49.67	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	52.67	N/A	N/A	0.95276	4062	4062_0
LIB-MJ227-F6_02.1	59.06	4.41	14.29	54.73	3.3	0.921	2806	258.324573536192	1820664	0.61	2169	670	10477	5.9685354	1906	851	14	10	0	0	0	0	0	0	0	37.01	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__XN24;f__XN24;g__;s__	42.14	N/A	N/A	0.82534	3272	3272_0
LIB-MJ110-D2_04_v_LIB-MJ415-F1_04.12	68.49	2.66	33.33	66.83	3.96	0.923	2805	248.342435094002	1798678	0.63	2234	658	12018	7.5561767	1955	975	17	11	0	0	1	0	0	1	0	55.19	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JAHEEL01;s__	58.83	78.66	0.379	0.93321	2047	2047_0
LIB-MJ383-H8_01.10	71.1	2.7	20	71.98	3.46	0.875	2805	249.8419325433	4683144	0.65	5485	1727	10794	6.883612	4883	2919	38	19	0	0	1	0	0	1	0	57.6	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__Fen-671;s__	59.05	N/A	N/A	0.90972	1094	1094_1
LIB-MJ174-E3_01.7	62.9	5.86	40	60.78	4.76	0.862	2803	247.620709714951	2959270	0.61	3438	1101	10630	6.622025	3067	1872	25	16	0	0	0	0	1	0	0	33.6	MQ	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__JADMIN01;g__;s__	49.22	75.9	0.088	0.83525	3810	3810_2
LIB-MJ388-F6_02.15	61.79	3.39	37.04	61.7	2.09	0.914	2803	242.987295825771	2193797	0.64	2755	820	15569	6.9396176	2366	712	23	13	0	0	0	0	0	0	0	44.84	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__	45.38	87.28	0.891	0.99334	2580	2580_0
LIB-MJ108-E3_02.17	58.32	3.48	20	64.05	5.34	0.913	2802	274.474059003052	3537264	0.57	3932	1287	12066	7.0241833	3431	1701	17	10	0	2	0	0	2	0	0	40.92	MQ	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__;s__	55.95	N/A	N/A	0.88137	4363	4363_0
LIB-MJ177-H7_03.14	72.98	7.34	54.55	76.56	4.72	0.913	2802	251.161533991865	2833508	0.69	3442	1043	12279	9.25387	2907	1548	43	19	0	0	0	0	0	0	0	36.28	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAAYBP01;g__JAFDWI01;s__	61.65	77.68	0.318	0.88924	3651	3651_0
LIB-MJ106-A6_01_v_LIB-MJ368-A6_04.1	70.51	3.53	25	69.58	4.55	0.88	2801	240.215576005453	4793911	0.7	5868	1797	11207	12.798629	4891	2074	36	15	0	0	0	0	0	0	0	52.86	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__	61.67	N/A	N/A	0.87998	1657	1657_2
LIB-MJ354-B7_04_v_LIB-MJ403-B4_03.11	55	2.74	25	54.09	2.26	0.881	2801	250.227804738795	2979244	0.56	3503	1095	13378	8.254516	3058	1341	21	15	0	0	0	0	0	0	0	41.3	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__JABDBE01;s__	44.41	88.46	0.49	0.97612	3898	3898_2
LIB-MJ389-H8_03.1	71.53	6.7	4.17	73	4.43	0.945	2801	253.043150684932	2338551	0.67	2920	849	11907	6.857332	2508	799	34	18	0	0	1	0	0	1	0	38.03	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	53.03	N/A	N/A	0.97367	1631	1631_0
LIB-MJ413-C4_01.8	59.25	1.36	0	60.96	3.05	0.911	2800	247.430664573522	1554712	0.32	1911	580	15114	5.745585	1453	539	14	12	0	0	0	1	0	0	0	52.45	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	42.96	79.94	0.558	0.97245	4899	4899_0
LIB-MJ055-E8_04.4	57.9	1.12	80	60.11	2.83	0.887	2799	250.521379703535	2966540	0.67	3508	1078	17258	21.257536	2972	894	27	15	0	0	0	0	0	0	0	52.3	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter humicola	58.13	97.66	0.878	N/A	1981	1981_1
LIB-MJ138-C8_03.14	54.32	0.41	0	57.56	0.83	0.878	2799	248.229619565217	1245224	0.65	1472	462	9951	8.034246	1312	731	27	15	0	0	0	0	0	0	0	52.27	MQ	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__JALHUB01;s__	48.12	78.35	0.385	0.8431	2074	2074_0
LIB-MJ138-C8_03.8	65.7	3.09	12.5	67.12	2.42	0.868	2799	256.825717321998	1667785	0.44	1882	620	9297	9.15008	1378	558	19	12	1	0	0	1	0	0	0	50.25	MQ	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__MSB-5A5;f__RBG-16-43-9;g__RBG-16-43-9;s__	57.48	N/A	N/A	0.95679	729	729_0
LIB-MJ193-C5_01.3	71.41	3.01	33.33	78.24	0.77	0.899	2799	248.0038585209	1282769	0.41	1555	467	13613	7.002519	1211	309	16	11	0	0	1	0	0	1	0	56.36	MQ	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__JACAEY01;s__	62.32	77.63	0.526	0.91316	151	151_0
LIB-MJ305-B1_04.39	58.73	1.21	50	62.96	2.52	0.942	2799	252.623636363636	2205593	0.56	2750	829	8851	6.688964	2384	869	17	12	0	0	0	0	0	0	0	52.68	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus sp016709495	58.45	98.94	0.954	N/A	4491	4491_0
LIB-MJ194-H8_04.13	57.65	3.48	53.33	59.56	0.86	0.876	2798	233.871414441147	3234035	0.65	4044	1180	17337	13.574843	3534	1404	32	17	0	0	0	0	0	0	0	40.25	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	43.1	N/A	N/A	0.94211	3080	3080_2
LIB-MJ340-H8_01.3	50.52	2.22	57.14	51.06	1.55	0.857	2798	235.629283489097	3957420	0.7	4815	1454	18853	10.168862	4093	1710	34	20	0	0	0	0	0	0	0	39.42	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__UBA9676;s__	47.79	78.21	0.288	0.90195	1697	1697_0
LIB-MJ191-C6_04.8	63.13	0.77	25	69.81	2.12	0.876	2796	249.600244125725	2796210	0.62	3277	1023	10994	6.0989637	2910	1466	19	16	0	0	0	0	0	0	0	59.28	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__CAJQQK01;s__	62.72	76.35	0.137	0.92563	2697	2697_0
LIB-MJ227-G6_02.20	57	2.23	85.71	61.32	2.25	0.936	2796	254.540806754221	1734721	0.67	2132	649	9287	16.101269	1756	684	22	13	0	0	0	0	0	0	0	45.85	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	51.7	80.32	0.58	0.93914	2358	2358_1
